usuario_id,idade,renda_familiar,regiao,tem_filhos,tipo_residencia,data_cadastro,frequencia_compra,preferencia_entrega,usa_assinatura
149,23,7454.79,Rio de Janeiro - RJ,True,Apartamento,2024-09-18,Semanal,Expressa,True
150,45,6343.82,São Paulo - SP,True,Casa,2024-11-27,Mensal,Expressa,False
151,29,15198.44,Porto Alegre - RS,True,Casa,2024-12-30,Semanal,Expressa,False
152,34,5889.86,Rio de Janeiro - RJ,False,Casa,2024-06-25,Semanal,Expressa,False
153,27,6060.55,Belo Horizonte - MG,False,Apartamento,2024-10-04,Semanal,Econômica,True
154,29,3012.69,São Paulo - SP,True,Apartamento,2024-08-17,Quinzenal,Agendada,False
155,32,5801.21,São Paulo - SP,False,Apartamento,2024-05-21,Semanal,Expressa,True
156,36,7831.84,Rio de Janeiro - RJ,False,Casa,2024-09-07,Semanal,Agendada,True
157,40,9292.3,Curitiba - PR,True,Casa,2024-06-17,Quinzenal,Expressa,False
158,40,8165.82,São Paulo - SP,True,Casa,2024-01-02,Quinzenal,Agendada,False
159,50,3999.38,Rio de Janeiro - RJ,True,Casa,2024-03-07,Semanal,Expressa,False
160,52,2555.83,Rio de Janeiro - RJ,False,Apartamento,2024-03-02,Semanal,Expressa,True
161,25,4047.26,Rio de Janeiro - RJ,True,Casa,2024-11-03,Semanal,Econômica,False
162,56,6131.49,Rio de Janeiro - RJ,False,Apartamento,2024-12-29,Semanal,Agendada,False
163,41,8761.91,Belo Horizonte - MG,True,Casa,2024-08-11,Semanal,Agendada,False
164,30,8564.2,Brasília - DF,False,Casa,2024-02-03,Quinzenal,Agendada,True
165,34,12111.81,Belo Horizonte - MG,True,Apartamento,2024-03-07,Semanal,Agendada,False
166,39,5154.57,São Paulo - SP,False,Casa,2024-12-19,Semanal,Expressa,False
167,41,7629.74,São Paulo - SP,True,Casa,2024-09-28,Quinzenal,Econômica,True
168,37,5031.24,São Paulo - SP,True,Casa,2024-11-28,Mensal,Expressa,False
169,32,12175.52,Brasília - DF,True,Casa,2024-03-14,Semanal,Expressa,False
170,40,2814.19,Belo Horizonte - MG,True,Apartamento,2024-05-14,Quinzenal,Expressa,False
171,36,2500.0,Belo Horizonte - MG,False,Apartamento,2024-03-17,Semanal,Expressa,True
172,29,5612.62,Belo Horizonte - MG,True,Apartamento,2024-10-23,Quinzenal,Expressa,False
173,48,4946.57,Curitiba - PR,False,Apartamento,2024-03-01,Semanal,Agendada,False
174,33,2500.0,Belo Horizonte - MG,True,Apartamento,2024-02-10,Semanal,Econômica,False
175,42,4216.52,São Paulo - SP,True,Apartamento,2024-07-02,Semanal,Econômica,False
176,30,9891.66,Curitiba - PR,False,Apartamento,2024-09-15,Semanal,Agendada,True
177,44,6291.47,São Paulo - SP,True,Casa,2024-04-04,Semanal,Econômica,False
178,46,5777.65,Porto Alegre - RS,False,Casa,2024-09-29,Semanal,Econômica,False
179,53,5956.36,São Paulo - SP,False,Apartamento,2024-09-10,Quinzenal,Agendada,False
180,63,11234.24,Rio de Janeiro - RJ,False,Casa,2024-06-04,Semanal,Agendada,False
181,43,2629.87,Curitiba - PR,True,Casa,2024-06-14,Quinzenal,Agendada,False
182,27,6709.59,São Paulo - SP,True,Apartamento,2024-09-14,Semanal,Agendada,False
183,35,3420.12,Belo Horizonte - MG,False,Apartamento,2024-06-30,Semanal,Expressa,False
184,42,4844.12,Rio de Janeiro - RJ,True,Casa,2024-12-09,Semanal,Econômica,False
185,41,2500.0,Belo Horizonte - MG,False,Apartamento,2024-06-09,Semanal,Expressa,False
186,37,8164.67,São Paulo - SP,False,Casa,2024-12-20,Semanal,Expressa,False
187,47,10483.94,São Paulo - SP,True,Apartamento,2024-05-06,Quinzenal,Econômica,False
188,47,7813.43,São Paulo - SP,False,Casa,2024-10-28,Quinzenal,Econômica,False
189,58,7217.85,São Paulo - SP,True,Apartamento,2024-12-27,Semanal,Econômica,True
190,60,3013.43,Rio de Janeiro - RJ,False,Apartamento,2024-02-10,Semanal,Econômica,False
191,54,10884.62,São Paulo - SP,False,Apartamento,2024-02-25,Quinzenal,Econômica,False
192,34,2968.44,São Paulo - SP,True,Casa,2024-08-01,Semanal,Econômica,False
193,28,2500.0,Belo Horizonte - MG,False,Casa,2024-05-26,Semanal,Econômica,False
194,41,3519.9,São Paulo - SP,False,Apartamento,2024-05-16,Semanal,Agendada,True
195,31,2922.5,São Paulo - SP,False,Casa,2024-08-16,Semanal,Expressa,False
196,23,2587.58,São Paulo - SP,True,Apartamento,2024-01-06,Quinzenal,Expressa,True
197,47,3275.72,Curitiba - PR,False,Apartamento,2024-06-19,Semanal,Expressa,False
198,51,9817.59,São Paulo - SP,True,Apartamento,2024-10-23,Quinzenal,Econômica,False
199,46,5408.45,Brasília - DF,True,Casa,2024-08-17,Semanal,Econômica,False
200,45,13748.81,Belo Horizonte - MG,True,Casa,2024-08-07,Quinzenal,Expressa,False
201,28,4844.54,São Paulo - SP,True,Apartamento,2024-11-12,Semanal,Econômica,False
202,50,18300.89,São Paulo - SP,False,Casa,2024-12-20,Quinzenal,Expressa,False
203,32,3239.12,Porto Alegre - RS,False,Casa,2024-12-02,Semanal,Expressa,False
204,33,12224.4,São Paulo - SP,True,Casa,2024-01-29,Mensal,Econômica,True
205,45,6151.0,Curitiba - PR,True,Casa,2024-01-05,Semanal,Expressa,False
206,30,6408.63,Brasília - DF,True,Casa,2024-10-14,Semanal,Expressa,False
207,44,4973.38,Brasília - DF,True,Apartamento,2024-10-24,Semanal,Agendada,False
208,23,2952.35,Curitiba - PR,False,Apartamento,2024-04-05,Semanal,Agendada,True
209,45,7119.83,Belo Horizonte - MG,False,Apartamento,2024-01-05,Semanal,Expressa,False
210,34,8003.57,Belo Horizonte - MG,False,Apartamento,2024-05-22,Semanal,Expressa,False
211,39,2500.0,Belo Horizonte - MG,True,Casa,2024-04-24,Semanal,Econômica,False
212,38,3753.11,Rio de Janeiro - RJ,True,Apartamento,2024-12-11,Semanal,Expressa,True
213,44,4825.77,Porto Alegre - RS,False,Casa,2024-11-11,Quinzenal,Expressa,True
214,41,12201.88,Rio de Janeiro - RJ,True,Casa,2024-09-21,Semanal,Expressa,False
215,41,23927.86,São Paulo - SP,False,Casa,2024-04-02,Mensal,Agendada,False
216,61,8230.52,Belo Horizonte - MG,True,Apartamento,2024-03-12,Semanal,Agendada,False
217,42,3606.27,Rio de Janeiro - RJ,False,Apartamento,2024-11-10,Semanal,Expressa,False
218,31,9421.07,Rio de Janeiro - RJ,True,Apartamento,2024-08-29,Quinzenal,Expressa,False
219,63,15938.97,São Paulo - SP,True,Apartamento,2024-08-18,Semanal,Expressa,False
220,34,6725.84,Brasília - DF,True,Casa,2024-07-01,Quinzenal,Agendada,False
221,20,4508.51,Brasília - DF,True,Apartamento,2024-10-02,Quinzenal,Expressa,False
222,31,4848.3,Belo Horizonte - MG,False,Casa,2024-04-22,Semanal,Expressa,False
223,53,4164.04,São Paulo - SP,True,Casa,2024-12-26,Quinzenal,Econômica,False
224,22,2628.92,São Paulo - SP,True,Casa,2024-04-25,Semanal,Expressa,False
225,33,3636.58,São Paulo - SP,True,Apartamento,2024-09-10,Quinzenal,Agendada,False
226,37,6401.11,Belo Horizonte - MG,False,Casa,2024-11-06,Quinzenal,Econômica,False
227,57,2569.3,Porto Alegre - RS,False,Casa,2024-08-23,Quinzenal,Econômica,False
228,45,9895.01,Rio de Janeiro - RJ,True,Casa,2024-05-11,Quinzenal,Expressa,True
229,29,7459.1,Brasília - DF,True,Apartamento,2024-09-07,Semanal,Expressa,False
230,22,3053.55,Rio de Janeiro - RJ,True,Apartamento,2024-07-31,Mensal,Agendada,False
231,43,4141.71,São Paulo - SP,False,Casa,2024-11-06,Semanal,Agendada,False
232,28,5011.72,São Paulo - SP,True,Apartamento,2024-12-28,Semanal,Expressa,False
233,62,5833.65,Rio de Janeiro - RJ,False,Apartamento,2024-02-24,Mensal,Expressa,False
234,33,2500.0,Curitiba - PR,True,Apartamento,2024-04-01,Quinzenal,Expressa,True
235,44,17532.21,Rio de Janeiro - RJ,True,Casa,2024-06-09,Semanal,Expressa,False
236,29,2500.0,Rio de Janeiro - RJ,True,Casa,2024-06-21,Quinzenal,Expressa,False
237,38,19548.29,Belo Horizonte - MG,False,Casa,2024-03-04,Mensal,Expressa,False
238,21,4361.27,São Paulo - SP,True,Apartamento,2024-08-20,Semanal,Agendada,False
239,44,10471.05,Porto Alegre - RS,True,Apartamento,2024-03-24,Mensal,Econômica,True
240,20,9071.34,São Paulo - SP,False,Apartamento,2024-04-13,Quinzenal,Expressa,True
241,21,5660.92,São Paulo - SP,False,Apartamento,2024-08-22,Mensal,Agendada,False
242,36,7807.79,Curitiba - PR,False,Apartamento,2024-04-08,Semanal,Expressa,True
243,27,2500.0,Curitiba - PR,True,Casa,2024-11-10,Semanal,Expressa,False
244,30,3655.53,São Paulo - SP,False,Casa,2024-12-19,Semanal,Agendada,False
245,43,5079.7,Belo Horizonte - MG,False,Casa,2024-09-11,Semanal,Agendada,False
246,50,21847.03,São Paulo - SP,False,Apartamento,2024-09-02,Semanal,Agendada,False
247,48,3517.9,Rio de Janeiro - RJ,True,Casa,2024-04-20,Quinzenal,Expressa,False
248,42,5302.57,Belo Horizonte - MG,False,Apartamento,2024-04-25,Semanal,Agendada,False
249,37,4490.88,São Paulo - SP,True,Apartamento,2024-12-27,Quinzenal,Agendada,False
250,26,2500.0,Belo Horizonte - MG,True,Apartamento,2024-01-21,Semanal,Agendada,False
251,36,4823.87,Belo Horizonte - MG,False,Casa,2024-02-03,Semanal,Agendada,True
252,47,8515.66,São Paulo - SP,True,Apartamento,2024-05-10,Semanal,Expressa,False
253,35,2994.07,Rio de Janeiro - RJ,True,Apartamento,2024-06-08,Semanal,Agendada,False
254,49,8617.95,Belo Horizonte - MG,False,Casa,2024-06-18,Quinzenal,Expressa,False
255,42,5129.02,São Paulo - SP,True,Apartamento,2024-10-06,Quinzenal,Agendada,False
256,39,7419.69,Porto Alegre - RS,True,Casa,2024-10-16,Mensal,Agendada,False
257,38,4816.86,Brasília - DF,False,Apartamento,2024-10-19,Semanal,Expressa,False
258,39,4818.11,São Paulo - SP,False,Apartamento,2024-02-29,Quinzenal,Agendada,True
259,55,6158.24,Brasília - DF,False,Apartamento,2024-01-14,Semanal,Agendada,False
260,52,2512.66,Brasília - DF,True,Casa,2024-11-11,Semanal,Expressa,False
261,45,6202.03,São Paulo - SP,True,Apartamento,2024-11-16,Mensal,Agendada,True
262,34,8901.03,Belo Horizonte - MG,False,Apartamento,2024-12-04,Semanal,Expressa,False
263,30,7466.1,Porto Alegre - RS,True,Apartamento,2024-12-28,Semanal,Econômica,True
264,33,3922.12,São Paulo - SP,True,Apartamento,2024-08-01,Semanal,Expressa,False
265,32,21111.52,São Paulo - SP,False,Apartamento,2024-12-27,Semanal,Expressa,False
266,28,2500.0,Rio de Janeiro - RJ,False,Casa,2024-01-21,Semanal,Agendada,False
267,30,7582.93,Curitiba - PR,True,Apartamento,2024-03-10,Semanal,Expressa,False
268,60,11390.28,São Paulo - SP,True,Apartamento,2024-10-18,Semanal,Agendada,True
269,38,6145.01,São Paulo - SP,True,Apartamento,2024-06-22,Quinzenal,Agendada,True
270,25,4753.06,Belo Horizonte - MG,False,Casa,2024-05-30,Semanal,Agendada,False
271,41,3814.63,São Paulo - SP,True,Apartamento,2024-12-25,Semanal,Expressa,False
272,47,6388.9,Curitiba - PR,True,Apartamento,2024-06-08,Mensal,Expressa,False
273,39,4156.66,São Paulo - SP,True,Apartamento,2024-02-01,Mensal,Agendada,False
274,32,5581.73,São Paulo - SP,False,Apartamento,2024-04-08,Semanal,Expressa,True
275,27,5444.87,São Paulo - SP,False,Apartamento,2024-08-31,Semanal,Expressa,True
276,27,7122.22,Porto Alegre - RS,True,Apartamento,2024-10-05,Mensal,Econômica,False
277,32,3148.68,Rio de Janeiro - RJ,False,Casa,2024-09-22,Semanal,Agendada,False
278,46,3514.74,Brasília - DF,True,Casa,2024-10-26,Quinzenal,Expressa,True
279,38,4600.59,São Paulo - SP,True,Apartamento,2024-12-16,Quinzenal,Expressa,False
280,58,3653.71,São Paulo - SP,True,Apartamento,2024-10-06,Quinzenal,Expressa,False
281,38,9078.97,Curitiba - PR,False,Apartamento,2024-10-02,Quinzenal,Econômica,True
282,44,6383.69,Curitiba - PR,True,Casa,2024-07-29,Mensal,Expressa,True
283,30,2500.0,Rio de Janeiro - RJ,False,Apartamento,2024-05-11,Semanal,Expressa,True
284,44,11610.93,Brasília - DF,False,Apartamento,2024-07-09,Semanal,Expressa,False
285,35,6465.34,Brasília - DF,True,Apartamento,2024-01-31,Semanal,Agendada,False
286,42,5037.25,Rio de Janeiro - RJ,True,Casa,2024-04-06,Quinzenal,Agendada,False
287,44,4645.46,São Paulo - SP,True,Casa,2024-04-07,Quinzenal,Expressa,False
288,36,2664.38,Curitiba - PR,True,Apartamento,2024-10-31,Mensal,Expressa,False
289,39,3781.61,São Paulo - SP,False,Casa,2024-09-15,Semanal,Agendada,False
290,26,5591.34,São Paulo - SP,True,Apartamento,2024-10-27,Semanal,Agendada,False
291,37,3820.33,Brasília - DF,True,Apartamento,2024-01-26,Semanal,Expressa,False
292,22,2500.0,Rio de Janeiro - RJ,False,Apartamento,2024-12-12,Semanal,Econômica,True
293,37,2794.63,São Paulo - SP,True,Casa,2024-01-30,Quinzenal,Agendada,False
294,37,11291.1,São Paulo - SP,True,Casa,2024-04-24,Quinzenal,Econômica,True
295,45,21077.11,São Paulo - SP,False,Apartamento,2024-04-17,Quinzenal,Expressa,False
296,30,4246.7,São Paulo - SP,True,Apartamento,2024-01-12,Semanal,Expressa,False
297,44,15799.52,Curitiba - PR,True,Apartamento,2024-04-14,Semanal,Econômica,False
298,39,3530.41,São Paulo - SP,True,Casa,2024-07-23,Semanal,Expressa,False
299,64,3843.97,São Paulo - SP,True,Apartamento,2024-11-04,Semanal,Agendada,True
